index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
347,deal .,False,,,,,,,,,,,Full,False,,False,True,13
348,give me your books and ill give you hats and ball,False,,,,,,,,,,,,False,,False,False,35
349,book and two balls for me,False,,,,1,,2,,,,,,False,,False,True,25
350,ok deal,False,,,,,,,,,,,Full,False,,False,True,3
351,"how about book and 1 ball , i get the rest",False,,,,,,,,,,,,False,,False,False,-1
352,can i get the balls and the hat ?,False,,,,,,,,,,,,False,,False,False,15
353,"ok , how about i take the hat and two balls and you take the rest ?",False,,,,,,,,,,,,False,,False,False,19
354,no . i actually need the balls more than the hat . i really should keep them all .,False,,,,,,,,,,,,False,,False,False,19
355,my kid brother's birthday is tomorrow and i havent had time to shop . we will need to split the balls . i don ; t need the hat but i do love to read,False,,,,,,,,,,,,False,,False,False,-1
356,how about i get 2 balls and the books and you get the rest ?,False,,,,,,,,,,,,False,,False,False,-1
357,alright i'm feeling nice tonight . i will take the books and 1 ball,False,,,,all,,1,,,,,,False,,False,True,29
358,"i can let you have the ball , but only if i get everything else .",False,,,,,,,,,,,,False,,False,False,19
359,"we can split 3 and 3 - - you take the hats , i get the books and ball .",False,,,,,,,,,,,,False,,False,False,7
360,"back to where we started . you can have a book and a hat , i'll take the rest .",False,,,,rest,rest,rest,1,1,,,,False,,False,True,27
361,"the number of items hardly matters , only their values .",False,,,,,,,,,,,,False,,False,False,16
362,best i can do is give you the ball and one hat .,False,,,,,,,,1,1,,,False,,False,True,19
363,i want the book ant two hats,False,,,,,,,,,,,,False,,False,False,20
364,deal,False,,,,,,,,,,,Full,False,,False,True,0
365,i want one of each .,False,,,,,,,,,,,,False,,False,False,-1
366,will you take the book and one hat instead ?,False,,,,,,,,,,,,False,,False,False,27
367,the ball is critical to me . would you allow me to take the ball and two books ?,False,,,,,,,,,,,,False,,False,False,-1
368,i'd like 3 items as well,False,,,,,,,,,,,,False,,False,False,7
369,ok . i'll take the ball and one book then,False,,,,,,,,,,,,False,,False,False,29
370,i'll take a ball book and a hat,False,,,,,,,,,,,,False,,False,False,35
371,how anout the ball and one book,False,,,,,,,,,,,,False,,False,False,29
372,anything below that and i'm sunk mathmatically,False,,,,,,,,,,,,False,,False,True,16
373,"one hat one book to me , all else to you",False,,,,,,,,,,,,False,,False,False,27
374,okay,False,,,,,,,,,,,Full,False,,False,True,4
375,i can't give up the ball and the hat . how about i get the ball and 2 books .,False,,,,,,,,,,,,False,,False,False,-1
376,not if i can have the ball and the hat .,False,,,,,,,,,,,,False,,False,False,19
377,well i can't just take the books .,False,,,,,,,,,,,,False,,False,False,-1
378,okay that will have to work .,False,,,,,,,,,,,,False,,False,False,16
379,i would like the ball and hat,False,,,,,,,,,,,,False,,False,False,17
380,do you need the books ?,False,,,,,,,,,,,,False,,False,False,30
381,i dont want them at all,False,,,,,,,,,,,,False,,False,False,16
382,ill take 1 book 1 ball,False,,,,,,,,,,,,False,,False,False,29
383,i want the ball and two hats,False,,,,,,,,,,,,False,,False,False,19
384,ok,False,,,,,,,,,,,Full,False,,False,True,5
385,can i have ball and book ?,False,,,,,,,,,,,,False,,False,False,28
386,how about you take all hats and book ?,False,,,,,,,,,,,,False,,False,False,-1
387,hello .,True,,,,,,,,,,,,False,,False,False,10
388,no . i will take the book . you can have the hat and three balls,False,,,,,,,,,,,,False,,False,False,7
389,you keep the balls i keep the hat and the book,False,,,,,,,,,,,,False,,False,False,-1
390,okay,False,,,,,,,,,,,Full,False,,False,True,4
391,if i can have the ball and the books you can have the hats,False,,,,,,,,,,,,False,,False,False,-1
392,okay deal . you can have one book and the hats .,False,,,,,,,,,,,,False,,False,False,27
393,deal .,False,,,,,,,,,,,Full,False,,False,True,13
394,i will need at least one book .,False,,,,,,,,,,,,False,,False,False,-1
395,ok .,False,,,,,,,,,,,Full,False,,False,True,16
396,i want the balls . you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
397,"that's not going to happen , i'd like the book and 1 ball",False,,,,,,,,,,,,False,,False,False,34
398,i'll give you the book for both balls and both hats,False,,,,,,,,,,,,False,,False,False,-1
399,deal,False,,,,,,,,,,,Full,False,,False,True,0
400,i'd like all the hats and the book,False,,,,,,,,,,,,False,,False,False,-1
401,i'll give you both balls if i can have the book,False,,,,,,,,,,,,False,,False,False,-1
402,no go . you can have the book and one ball and i'll take both hats and one ball .,False,,,,,,,,,,,,False,,False,False,29
403,i would like 1 book and 1 ball,False,,,,,,,,,,,,False,,False,False,29
404,thanks,False,,,,,,,,,,,Full,True,,False,True,12
405,deal,False,,,,,,,,,,,Full,False,,False,True,0
406,i'll take the books . you can have the rest .,False,,,,,,,,,,,,False,,False,False,32
407,ah ok . well then i disagree ; ),False,,,,,,,,,,,No Deal,False,,False,True,16
408,yes,False,,,,,,,,,,,Full,False,,False,True,9
409,"ok , but just to avoid getting the system warning i'm going to pretend to disagree . i disagree !",False,,,,,,,,,,,,False,,False,False,16
410,"haha ok , so you just want the books ? because that works for me .",False,,,,,,,,,,,,False,,False,False,-1
411,"cool , it's a deal",False,,,,,,,,,,,,False,,False,False,16
412,if i can have the book and the balls you can have the hats,False,,,,,,,,,,,,False,,False,False,-1
413,i can't accept that deal . can i have one of each ?,False,,,,,,,,,,,,False,,False,False,16
414,then i would need everything else if you take the book,False,,,,,,,,,,,,False,,False,False,-1
415,okay thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
416,"i cant accept that . how about i get the book and 1 hat , and you can get the balls and 1 hat ?",False,,,,,,,,,,,,False,,False,False,29
417,i cant let go of the book .,False,,,,,,,,,,,,False,,False,False,-1
418,deal,False,,,,,,,,,,,Full,False,,False,True,0
419,"what is more valuable to you , the book or ball ?",False,,,,,,,,,,,,False,,False,False,-1
420,i can offer you the book if you give me everything else,False,,,,,,,,,,,,False,,False,False,31
421,book,False,1,,,,,,,,,,,False,,False,True,30
422,i need the book and the balls,False,,,,,,,,,,,,False,,False,False,-1
423,so i get the book and 2 hats ? that's a deal,False,,,,,,,,,,,,False,,False,False,20
424,i have to have the book,False,,,,,,,,,,,,False,,False,False,-1
425,"no , i need at least one other item",False,,,,,,,,,,,,False,,False,False,16
426,"i need the books , then i also need either a ball or a hat",False,,,,,,,,,,,,False,,False,False,36
427,so i get books and a ball ?,False,,,,,,,,,,,,False,,False,False,28
428,i can do the book and 2 hats or one of each .,False,,,,,,,,,,,,False,,False,False,20
429,i meant for me . that's what i can do for me .,False,,,,,,,,,,,,False,,False,False,16
430,then i'll take the rest .,False,,,,,,,,,,,,False,,False,False,16
431,then i'll take 2 hats and 2 books .,False,,,,,,,,,,,,False,,False,False,20
432,sorry . i meant i'll take 2 hats and 2 balls not book .,False,,,,,,,,,,,,False,,False,False,-1
433,yes .,False,,,,,,,,,,,Full,False,,False,True,16
434,i'd like the ball and one hat,False,,,,,,,,,,,,False,,False,False,-1
435,"yeah , i need the ball , too . i'll take the ball and you can have the rest",False,,,,,,,,,,,,False,,False,False,19
436,"oh , it's 9 for me , too !",False,,,,,,,,,,,,False,,False,False,16
437,"well , how about i take the hats and the book , you get the ball",False,,,,,,,,,,,,False,,False,False,35
438,deal thanks,False,,,,,,,,,,,,False,,False,False,16
439,i have to have ball . you can have the rest .,False,,,,,,,,,,,,False,,False,False,19
440,ball is 9 for me . no deal .,False,,,,,,1,,,,,No Deal,False,,False,True,26
441,haha . i guess we no deal till the button then . lol .,False,,,,,,,,,,,,False,,False,False,16
442,sounds good to me .,False,,,,,,,,,,,,False,,False,False,16
443,"hi , i want the ball and hat , you can have the 3 books",True,,,,,,,,,,,,False,,False,False,7
444,deal,False,,,,,,,,,,,Full,False,,False,True,0
445,i just want the 2 books,False,,,,,,,,,,,,False,,False,False,20
446,deal .,False,,,,,,,,,,,Full,False,,False,True,13
447,i have to have the balls with the book to make that work,False,,,,,,,,,,,,False,,False,False,-1
448,"how about i take 1 ball and the hats , you take 1 ball and the book",False,,,,,,,,,,,,False,,False,False,29
449,"not possible , i need the same thing . no deal",False,,,,,,,,,,,,False,,False,False,16
450,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
451,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
452,you can have the book if i can have the hats and balls,False,,,,,,,,,,,,False,,False,False,33
453,i cannot give up the balls because they are too valuable to me,False,,,,,,,,,,,,False,,False,False,19
454,"i would need the ball , 2 hats and the book",False,,,,,,,,,,,,False,,False,False,25
455,ok no deal,False,,,,,,,,,,,No Deal,False,,False,True,-1
456,agreed,False,,,,,,,,,,,Full,False,,False,True,11
457,i'd like balls .,False,,,,,,,,,,,,False,,False,False,-1
458,ill take the rest,False,,,,,,,,,,,,False,,False,False,16
459,would you be willing to take all 3 hats instead ?,False,,,,,,,,,,,,False,,False,False,7
460,"i'd prefer to keep the balls ; i'll accept your initial offer ; you can keep all the hats , they are no value to me . - - i'll just take the two balls .",False,,,,,,,,,,,,False,,False,False,-1
461,"one book and two hats for me , the rest for u",False,,,,,,,,,,,,False,,False,False,20
462,"negative , book and a hat and a ball will work",False,,,,,,,,,,,,False,,False,False,23
463,okay !,False,,,,,,,,,,,,False,,False,False,-1
464,i get the book since i love to read and a ball . you get the hat and 2 balls,False,,,,,,,,,,,,False,,False,False,-1
465,"unfortunately , that will not work for me . i would like the ball and two books and you can have the hat and two books if that works for you",False,,,,,,,,,,,,False,,False,False,34
466,great ! thank you !,False,,,,,,,,,,,Full,False,,False,True,-1
467,i would like the hat and the ball,False,,,,,,,,,,,,False,,False,False,17
468,"perfect , i'll take the hat and 2 books",False,,,,,,,,,,,,False,,False,False,20
469,"balls are five , so i need one ball and all books and you keep the rest",False,,,,all,,1,rest,rest,rest,,,False,,False,True,-1
470,that won't work,False,,,,,,,,,,,,False,,False,False,16
471,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
472,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
473,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
474,if i can have the balls and the hats you can have the books,False,,,,,,,,,,,,False,,False,False,33
475,you can have one ball and one book,False,,,,,,,,,,,,False,,False,False,29
476,okay then no deal . sorry the balls are the most for me as well,False,,,,,,,,,,,,False,,False,False,19
477,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
478,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
479,i will give you all 3 basketballs if i get the book and hat,False,,,,,,,,,,,,False,,False,False,7
480,if you give 2 balls and the hat we could have a deal,False,,,,,,,,,,,,False,,False,False,19
481,give me all 3 ball and the book and we have a deal,False,,,,,,,,,,,,False,,False,False,7
482,i'll take one of each .,False,,,,,,,,,,,,False,,False,False,16
483,"no , you may have all three balls and i will take the book and the hat .",False,,,,,,,,,,,,False,,False,False,7
484,i must have the hat . the balls are 0 to me .,False,,,,,,,,,,,,False,,False,False,19
485,deal .,False,,,,,,,,,,,Full,False,,False,True,13
486,deal .,False,,,,,,,,,,,Full,False,,False,True,13
487,"i'll take the bsall , you can have the rest .",False,,,,,,,,,,,,False,,False,False,16
488,if i can have the hats and the ball you can have all of the books,False,,,,,,,,,,,,False,,False,False,37
489,what will work for you ?,False,,,,,,,,,,,,False,,False,False,16
490,"okay , i need those as well . maybe we can split the difference . i can take the ball and two books and you can take the hats and one book ?",False,,,,,,,,,,,,False,,False,False,25
491,would you like two books instead of one ?,False,,,,,,,,,,,,False,,False,False,20
492,okay well what will work for you ? i need the same items as you so i am trying to make a deal that will be beneficial to both of ua,False,,,,,,,,,,,,False,,False,False,16
493,i am not on here to play you . i am on here to get the task done .,False,,,,,,,,,,,,False,,False,False,16
494,no that will not work for me . i need the ball and the hats as well that is why i offered for you to take both hats and a book and for me to have the ball and two books,False,,,,,,,,,,,,False,,False,False,34
495,the books are not worth anything to me . i was just trying to split the difference you can have two hats and two books if you want . final offer .,False,,,,,,,,,,,,False,,False,False,34
496,hi what would you like,True,,,,,,,,,,,,False,,False,False,16
497,sorry thats not going to work with me,False,,,,,,,,,,,,False,,False,False,16
498,i need the ball and hat the books are too low for me,False,,,,,,,,,,,,False,,False,False,-1
499,idk that seems too low for me,False,,,,,,,,,,,,False,,False,False,16
500,i dont know 2 books instead of one wont work,False,,,,,,,,,,,,False,,False,False,-1
501,how do i know youre not playing me ?,False,,,,,,,,,,,,False,,False,False,16
502,can i have the ball and a hat then,False,,,,,,,,,,,,False,,False,False,15
503,no if you wont takt that the means they are worth alot to you so i cant let you have them because one ball and one hat is worth the same as the rest for me,False,,,,,,,,,,,,False,,False,False,34
504,sorr y no deal like i said the 3 books and 1 hat is worth the same as 1 ball and 1 hat,False,,,,,,,,,,,,False,,False,False,7
505,no . how about i get the ball and you get the rest .,False,,,,,,,,,,,,False,,False,False,19
506,no it has to be even . i'll take the ball and you get everything else . that seems fair .,False,,,,,,,,,,,,False,,False,False,19
507,you must be seeing different values than me . i want the ball .,False,,,,,,,,,,,,False,,False,False,19
508,"hello i would like the ball , the hat , and 2 books .",True,,,,,,,,,,,,False,,False,False,25
509,no . i will take the ball and 1 book .,False,,,,,,,,,,,,False,,False,False,29
510,i will take the ball and no books .,False,,,,,,,,,,,,False,,False,False,19
511,then it seems we have reached an impasse .,False,,,,,,,,,,,,False,,False,False,16
512,i will take the books and the hat .,False,,,,,,,,,,,,False,,False,False,18
513,ok,False,,,,,,,,,,,Full,False,,False,True,5
514,"i need the hat and at least one ball , you can have the books .",False,,,,,,,,,,,,False,,False,False,36
515,i would like the books and the hat .,False,,,,,,,,,,,,False,,False,False,-1
516,"ok , so if i take two books , that's all you'll give me ?",False,,,,,,,,,,,,False,,False,False,20
517,"if you give me the books , you can have the rest .",False,,,,,,,,,,,,False,,False,False,32
518,"i would need all the balls , and at least a hat and one book or two books and all the balls .",False,,,,,,,,,,,,False,,False,False,37
519,it's hard for me the way my values are spread out . what is of littlest value to you ?,False,,,,,,,,,,,,False,,False,False,16
520,"alright , deal .",False,,,,,,,,,,,Full,False,,False,True,12
521,"hi , i'll take the basketball , you can have everything else ?",True,,,,,,,,,,,,False,,False,False,14
522,super,False,,,,,,,,,,,,False,,False,False,16
523,hey what do you want ?,True,,,,,,,,,,,,False,,False,False,16
524,both books,False,,,,,,,,,,,,False,,False,False,-1
525,what about a book and ball ?,False,,,,,,,,,,,,False,,False,False,28
526,i'll give you 2 balls for 2 books,False,,,,,,,,,,,,False,,False,False,25
527,hmmm i'll give you the 2 balls and 1 hat,False,,,,,,,,,,,,False,,False,False,19
528,ok whatever 2 books for everything,False,,,,,,,,,,,,False,,False,False,20
