,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
510,i need one of each,,,,,,,,,
511,i'd like the hats and the basketball ; are the books of high value to you ?,,,,,,,,,
512,"i'd like the hat and books , and you can have all balls . deal ?",,,,,,,,,
513,can i have the balls and a hat ?,,,,,,,,,
514,i would really like the basketball .,,,,,,,,,
515,i'll take the hat and a book and a ball,,,,,,,,,
516,give me all balls,,,,,,,,,
517,i want ball and 2 books,,,,,,,,,
518,i would like one of each .,,,,,,,,,
519,what do you want ?,,,,,,,,,
520,can i have the book and two hats ?,,,,,,,,,
521,"i need the 2 hats , and 1 ball , you can have all of the books",,,,,,,,,
522,i would like the balls and the hat .,,,,,,,,,
523,hi i can give you 2 hats and one book for one ball,,,,,,,,,
524,if i can have the books and the balls you can have the hats,,,,,,,,,
525,"i'll take two hats and a book , you can have the rest if that works for you",,,,,,,,,
526,hello . i would like two books and the ball,,,,,,,,,
527,i need two balls and a hat .,,,,,,,,,
528,i'd like the hats .,,,,,,,,,
529,"alright , i'll tell you what . . . . i'll give ya all the balls and just keep the rest of the junk",,,,,,,,,
530,"i would like the books , you can have the rest .",,,,,,,,,
531,can i have three balls and a book ?,,,,,,,,,
532,book and ball to me,,,,,,,,,
533,if i can have the book and the hats you can have the ball,,,,,,,,,
534,i can offer the ball,,,,,,,,,
535,i need the hat and books you can have the ball,,,,,,,,,
536,would you take the three balls and i get the hats and book ?,,,,,,,,,
537,if i can have the ball and the hats you can have the books,,,,,,,,,
538,hello ! i would like the hat and the balls . you can have all of the books .,,,,,,,,,
539,i want the book and ball and one hat,,,,,,,,,
540,i would like the hat and the book,,,,,,,,,
541,"i love books , i must have it",,,,,,,,,
542,"hi , can i have the balls and the book ?",,,,,,,,,
543,i would like both books and a hat,,,,,,,,,
544,i would like the ball and the hat,,,,,,,,,
545,ill take the ball a hat and a book,,,,,,,,,
546,the main item i want is the book,,,,,,,,,
547,i want the books and hat,,,,,,,,,
548,i would like the book and the hat .,,,,,,,,,
549,what if i get one of each ?,,,,,,,,,
550,i need both balls and one book,,,,,,,,,
551,i keep hats you get everything else,,,,,,,,,
552,hi i would like the books and balls and you can have the hats,,,,,,,,,
553,can i have the hats ?,,,,,,,,,
554,i would like the hat and all the books you can have the basketball,,,,,,,,,
555,i'll take two hats and a book .,,,,,,,,,
556,you take the balls and i will take the hat and the book,,,,,,,,,
557,"i would like a book , and the hats .",,,,,,,,,
558,"hi , i would like the hat and books and you can have the ball",,,,,,,,,
559,if i can have the book and three hats you can have the rest,,,,,,,,,
560,"i need the two books , you can have the rest",,,,,,,,,
561,i would like both books and the hat,,,,,,,,,
562,"one hat to me , all else to you",,,,,,,,,
563,i get the ball and 2 hats you get the rest .,,,,,,,,,
564,i would like a couple of books and either 1 hat or ball,,,,,,,,,
565,"gimme hats , you take rest",,,,,,,,,
566,good evening turker . i would quite like the hat and 2 books,,,,,,,,,
567,you can have the books if i can have the hats and balls,,,,,,,,,
568,what deal are you wanting ?,,,,,,,,,
569,i want the balls and either the hats or the book,,,,,,,,,
570,i would like 1 book and 1 ball,,,,,,,,,
571,i would like the hat and the balls .,,,,,,,,,
572,"hi , can i have the ball and the hats ?",,,,,,,,,
573,i need the balls and you can have the rest,,,,,,,,,
574,"hi , i would like the hats and books and you can have the balls",,,,,,,,,
575,i want all the books,,,,,,,,,
576,i want the ball and two books,,,,,,,,,
577,"i'll give you all of the hats , if i can have the book and ball",,,,,,,,,
578,give me hats and 2 balls,,,,,,,,,
579,if i can have the book and the hats you can have the balls,,,,,,,,,
580,i want the three hats and 1 ball or book,,,,,,,,,
581,books and hat for me,,,,,,,,,
582,hi . i would like to keep the balls . will give you the books,,,,,,,,,
583,give me hat and book,,,,,,,,,
584,hi,,,,,,,,,
585,i'd like the hats ; you can have everything else .,,,,,,,,,
586,i would like two balls and one hat or one book .,,,,,,,,,
587,i can give you 4 balls,,,,,,,,,
588,"how about i take 1 book , and you have the rest ?",,,,,,,,,
589,"hi , can i have 2 hats and one ball ?",,,,,,,,,
590,if i can have the books and the hat you can have the ball,,,,,,,,,
591,i need the ball one hat and one book,,,,,,,,,
592,if i can have the hat and the balls you can have the book,,,,,,,,,
593,give me the books and two hats,,,,,,,,,
594,i need both hats and a ball,,,,,,,,,
595,i can cede the hats but need the books and balls,,,,,,,,,
596,i would like the hat and the book . you can have the balls .,,,,,,,,,
597,hello there . is there any item that you really want badly ?,,,,,,,,,
598,could i have both books and both balls,,,,,,,,,
599,i want the hat and book you can have the basketballs,,,,,,,,,
600,"hi , can i have the 3 hats and the ball ?",,,,,,,,,
601,if i can have the book and the hats you can have the balls,,,,,,,,,
602,i'll tke the balls and hat if that's ok ?,,,,,,,,,
603,if i can have the ball and the hat and one book you can have the other three books,,,,,,,,,
604,i'd like the hat and 1 ball ?,,,,,,,,,
605,i would like the hats and the books .,,,,,,,,,
606,"ill give you all the books , if i can have the rest",,,,,,,,,
607,ill give you 2 hats,,,,,,,,,
608,i would like the book and the ball .,,,,,,,,,
609,"i am a nerd , i just want the book .",,,,,,,,,
610,i would like one of each item please,,,,,,,,,
611,"i want a book , a ball , and a hat if possible",,,,,,,,,
612,i just want the ball,,,,,,,,,
613,i need the 3 balls and the hat,,,,,,,,,
614,i will take the two books . you can have the rest .,,,,,,,,,
615,what would you like,,,,,,,,,
616,what would you like,,,,,,,,,
617,i would like the two hats . you can have the rest .,,,,,,,,,
618,i will give you everything minus the book .,,,,,,,,,
619,i would like the hats and the balls .,,,,,,,,,
620,i can offer both books,,,,,,,,,
621,hey will give you 2 book + 1 hat fora ball,,,,,,,,,
622,i want one of each,,,,,,,,,
623,id like both balls and a hat,,,,,,,,,
624,i'll take the hats and the book you can have the balls .,,,,,,,,,
625,"i request the hat , a ball , and a book .",,,,,,,,,
626,hey i'll take one of all .,,,,,,,,,
627,take the book i get everything else,,,,,,,,,
628,"i need one hat , and one book please",,,,,,,,,
629,want hat and 2 books,,,,,,,,,
630,if i can have the book and the ball you can have the hats,,,,,,,,,
631,i would like the books and the hat .,,,,,,,,,
632,could i have a ball ?,,,,,,,,,
633,"hey , how about i get the hats and the ball and you get the books ?",,,,,,,,,
634,i want both books and the hat .,,,,,,,,,
635,"i'd like aball and a bookl , that is all .",,,,,,,,,
636,i can do 2 balls for you,,,,,,,,,
637,i'd love to take a book and two hats off your hands,,,,,,,,,
638,i need the 3 balls and 2 hats ?,,,,,,,,,
639,you can have all the balls if i can get the book and the hat .,,,,,,,,,
640,give me the hat and balls,,,,,,,,,
641,i'd like books and ball,,,,,,,,,
642,i would like one of everything,,,,,,,,,
643,hi . i'll take the hat and books and you can have the balls,,,,,,,,,
644,i need the hats and the balls,,,,,,,,,
645,"i need 2 books , 1 hat , and 1 ball",,,,,,,,,
646,one of each,,,,,,,,,
647,i can offer you 3 hats .,,,,,,,,,
648,can i just get the books ?,,,,,,,,,
649,i'll take the hats and you can have the rest .,,,,,,,,,
650,i'd close with just the book,,,,,,,,,
651,book and 2 balls to me,,,,,,,,,
652,you can have one book,,,,,,,,,
653,i need the hat for sure and then i want a ball and book .,,,,,,,,,
654,hi i would like the books and balls and you can have the hats,,,,,,,,,
655,i'd like one hat and one book please,,,,,,,,,
656,i would like the balls and the hat .,,,,,,,,,
657,what do you wish ?,,,,,,,,,
658,give me hat and books,,,,,,,,,
659,i could really use the hats,,,,,,,,,
660,i'll give you two books for one ball .,,,,,,,,,
661,i would like two hats and one book,,,,,,,,,
662,can i get the two hats ?,,,,,,,,,
663,if i can have one of each you can have the other two books,,,,,,,,,
664,i would like the book and the balls .,,,,,,,,,
665,i need the ball and 2 hats,,,,,,,,,
666,"hello , may i have the hat and balls ? you can have all the books .",,,,,,,,,
667,i'd like the books and ball,,,,,,,,,
668,what would you like ?,,,,,,,,,
669,"hello , i would like the book and 1 of the remaining items , you can have the rest",,,,,,,,,
670,i just want the hat please,,,,,,,,,
671,i can give you a ball,,,,,,,,,
672,i want the balls and one hat,,,,,,,,,
673,"i need the hat , you can have all the books and ball",,,,,,,,,
674,hey there ! can i have the ball and books ? you keep the hat collection ?,,,,,,,,,
675,i would like the basketballs,,,,,,,,,
676,i can give you the balls,,,,,,,,,
677,i'll take the 2 hats and 2 balls .,,,,,,,,,
678,give me ball and one hat,,,,,,,,,
679,if i can have the balls you can have everything else,,,,,,,,,
680,"if i can have the book , the rest is yours",,,,,,,,,
681,can i have the balls and hat ?,,,,,,,,,
682,i have a preference for the hats,,,,,,,,,
683,"i'm a bookloving nerd , and i'd like the book . you can have everything else .",,,,,,,,,
684,i would like the hat,,,,,,,,,
685,if i can have the hat and three balls you can have the book and one ball,,,,,,,,,
686,i covet the ball and a book and can cede the rest,,,,,,,,,
687,"hi , i'll take the book and hat and you can have the balls",,,,,,,,,
688,i would like the hat and books please .,,,,,,,,,
689,hi . ill take the ball and hats and you can have the books,,,,,,,,,
690,i really need a hat and sort of need a ball,,,,,,,,,
691,i want the book and ball,,,,,,,,,
692,i'd like a hat and a book,,,,,,,,,
693,give me hats and ball,,,,,,,,,
694,if i can have one book and all of the balls you can have the rest,,,,,,,,,
695,you can have two balls and one hat,,,,,,,,,
696,i'd like two balls and a book please kindly,,,,,,,,,
697,i'd like the books and hat .,,,,,,,,,
698,give me ball and hats,,,,,,,,,
699,hey there ! how do you feel about letting me take the book and the balls in exchange for the hats to you ?,,,,,,,,,
700,i need both hats and both books and a ball,,,,,,,,,
701,2 hats would be great,,,,,,,,,
702,"i'd like one hat , the ball and the book .",,,,,,,,,
703,i'd like the ball and the books ; are the hats of any value to you ?,,,,,,,,,
704,i'd like the book and hat,,,,,,,,,
705,"give me the ball , two hats and your first born",,,,,,,,,
706,"id like the hat and both balls , books are yours",,,,,,,,,
707,you take all hats and i keep the rest,,,,,,,,,
708,i'd like the book . you can have the rest .,,,,,,,,,
709,can i have your basketballs ?,,,,,,,,,
710,i'll take the book and the hat .,,,,,,,,,
711,i would like all the books .,,,,,,,,,
712,i want the ball a hat and two books,,,,,,,,,
713,what would you like,,,,,,,,,
714,i'd like the balls and hat . would you like the book ?,,,,,,,,,
715,hiya . i need the book and two hats,,,,,,,,,
716,i want the hats and the books,,,,,,,,,
717,you can have the ball if i can have the books and hat,,,,,,,,,
718,ball and hats for me,,,,,,,,,
719,hello,,,,,,,,,
720,i would love the ball and two hats,,,,,,,,,
721,"i'd like the ball and books , and can offer the hats to you ?",,,,,,,,,
722,i'd like the book please,,,,,,,,,
723,if i can have the hats and the balls you can have the books,,,,,,,,,
724,i would like 1 hat and 2 books please,,,,,,,,,
725,i'd like the book and the hats . you can have all the balls .,,,,,,,,,
726,i' take the ball and 1 hat you can have the rest,,,,,,,,,
727,can i have the ball and two books please ?,,,,,,,,,
728,i would like 2 books and a ball or 2 books and a hot ?,,,,,,,,,
729,can i get the book and the hats ?,,,,,,,,,
730,i want the hats and 1 book . i can offer you the rest .,,,,,,,,,
731,what do you wish ?,,,,,,,,,
732,i would like the hat and the ball and you can have all the books .,,,,,,,,,
733,i need both hats and both balls,,,,,,,,,
734,"you take the hats , i take the book and the ball",,,,,,,,,
735,i'd like to know what you propose before i tell you what i want .,,,,,,,,,
736,i need 2 hats rest for you,,,,,,,,,
737,my son has always wanted a basketball . could i please have it ?,,,,,,,,,
738,i like the book and hats,,,,,,,,,
739,i would like the hats and the ball . you can have all of the books,,,,,,,,,
740,i just want the balls,,,,,,,,,
741,how about you get three hats,,,,,,,,,
742,i live in the pacific southwest and could really use a couple of new hats for my ranch .,,,,,,,,,
743,i would like the books and the hat,,,,,,,,,
744,i'd like the hat and two books .,,,,,,,,,
745,give me the hats and balls,,,,,,,,,
746,i'll take the ball . you can have the rest .,,,,,,,,,
747,"i need the books , you can have the rest",,,,,,,,,
748,"good afternoon ! i would like the hat and 2 basketballs , if that's okay with you .",,,,,,,,,
749,can i have the books and othe ball ?,,,,,,,,,
750,"you take the book and 2 balls , i get a hat and 1 ball",,,,,,,,,
751,ill take the book and the hat and 1 ball,,,,,,,,,
752,if i can have the balls and the books you can have the hats,,,,,,,,,
753,you can have the balls if i can have the rest,,,,,,,,,
754,one ball for one hat ?,,,,,,,,,
755,give me hats and books,,,,,,,,,
756,if i can have the books and the hat you can have all of the balls .,,,,,,,,,
757,"i'd like one ball , the rest to you",,,,,,,,,
758,could i have one ball and the hat ?,,,,,,,,,
759,i'd like the hat and two balls .,,,,,,,,,
760,i would like the hat and a book,,,,,,,,,
761,"how about you get two balls ,",,,,,,,,,
762,can i have the balls and hat please ?,,,,,,,,,
763,what are your choices ?,,,,,,,,,
764,i would like the book and the hats and you can have all the balls .,,,,,,,,,
765,hats to you - every one of them if i get the book and balls,,,,,,,,,
766,if i can have the hats and the book you can have the balls,,,,,,,,,
767,i want a ball and two books .,,,,,,,,,
768,i would like to have the books,,,,,,,,,
769,"hey , how about you get the 3 balls and i get the book and the hats ?",,,,,,,,,
770,"hello , can i have 1 book and the hat ?",,,,,,,,,
771,i need 3 balls and 1 hat,,,,,,,,,
772,hi i'd like both balls and a hat .,,,,,,,,,
773,"i would like one book and one hat , all else to you",,,,,,,,,
774,you can have the books if i can have the hat and ball,,,,,,,,,
775,i want the hat and books,,,,,,,,,
776,give me the book and the hat .,,,,,,,,,
777,i'd like one of each,,,,,,,,,
778,"i would like a book , a hat , and the ball .",,,,,,,,,
779,ill take the ball both books and two hats ?,,,,,,,,,
780,2 hats and 1 ball for me - the rest for you,,,,,,,,,
781,i would like the hats and the balls .,,,,,,,,,
782,"you take the books , i take the hat and the ball",,,,,,,,,
783,give me all hats,,,,,,,,,
784,"i'd like the ball , and one book , the rest to you",,,,,,,,,
785,"one ball to me , all else to you",,,,,,,,,
786,"books to you , balls and hat to me . . . what do you think ?",,,,,,,,,
787,"hi , i would like the hat and ball and you can have the books .",,,,,,,,,
788,i need the ball and 2 hats,,,,,,,,,
789,ill take the hat and balls and you can get the books,,,,,,,,,
790,if i can have the 3 hats you can have the rest .,,,,,,,,,
791,i would like the hats and the ball and at least one book .,,,,,,,,,
792,i will give you a hat and a basketball .,,,,,,,,,
793,"hello , i would like the hats , and can give you the book and ball in exchange",,,,,,,,,
794,if i can have the ball and the book you can have the hats,,,,,,,,,
795,gimme the ball,,,,,,,,,
796,i'll take the hats you get the rest,,,,,,,,,
797,what do you need the most ?,,,,,,,,,
798,i'll take the ball and one book,,,,,,,,,
799,hi . ill take the hats and book and you can have the balls,,,,,,,,,
800,hi i would like the balls and hats and you can have the book,,,,,,,,,
801,if i can have the balls and 1 hat or 1 book that would be fantastic,,,,,,,,,
802,"i would like the book , the ball , and one hat .",,,,,,,,,
803,can i have the balls and a book ?,,,,,,,,,
804,what if i take the three balls and the two books and leave you the hat .,,,,,,,,,
805,i would a book and a hat you can have all the balls .,,,,,,,,,
